"bluestock_fintech_—_nifty_100__|__balance_sheet__|__1,312_records",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,year_label,fiscal_year,quarter,is_ttm,is_half_year,sort_order,debt_to_equity,equity_ratio
id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id,,,False,False,0,,
1360,TRENT,Mar 2024,36,4032,1753,1341,7162,2450,224,1416,3072,7162,Mar 1360,1360.0,Q4,False,False,136003,,
1361,TRENT,Sep 2024,36,4644,1842,1752,8274,2804,219,1517,3735,8274,Mar 1361,1361.0,Q4,False,False,136103,,
1362,TORNTPHARM,Mar 2013,42,1380,693,1638,3753,820,285,60,2587,3753,Mar 1362,1362.0,Q4,False,False,136203,,
1363,TORNTPHARM,Mar 2014,85,1818,1132,1988,5022,875,534,186,3427,5022,Mar 1363,1363.0,Q4,False,False,136303,,
1364,TORNTPHARM,Mar 2015,85,2406,2740,2589,7820,2833,678,298,4011,7820,Mar 1364,1364.0,Q4,False,False,136403,,
1365,TORNTPHARM,Mar 2016,85,3409,2352,3040,8886,2859,1042,780,4206,8886,Mar 1365,1365.0,Q4,False,False,136503,,
1366,TORNTPHARM,Mar 2017,85,4266,2510,2740,9601,3688,519,804,4589,9601,Mar 1366,1366.0,Q4,False,False,136603,,
1367,TORNTPHARM,Mar 2018,85,4538,6462,3159,14243,7855,647,492,5249,14243,Mar 1367,1367.0,Q4,False,False,136703,,
1368,TORNTPHARM,Mar 2019,85,4640,6038,3351,14113,7748,617,353,5395,14113,Mar 1368,1368.0,Q4,False,False,136803,,
1369,TORNTPHARM,Mar 2020,85,4739,5784,3402,14010,7533,712,2,5763,14010,Mar 1369,1369.0,Q4,False,False,136903,,
1370,TORNTPHARM,Mar 2021,85,5753,4874,3363,14075,7065,889,181,5940,14075,Mar 1370,1370.0,Q4,False,False,137003,,
1371,TORNTPHARM,Mar 2022,85,5868,4070,2884,12906,6423,630,226,5628,12906,Mar 1371,1371.0,Q4,False,False,137103,,
1372,TORNTPHARM,Mar 2023,169,6029,5369,3043,14610,8121,765,199,5524,14610,Mar 1372,1372.0,Q4,False,False,137203,,
1373,TORNTPHARM,Mar 2024,169,6687,4022,3627,14505,8138,361,173,5834,14505,Mar 1373,1373.0,Q4,False,False,137303,,
1374,TORNTPHARM,Sep 2024,169,7335,3128,4456,15088,7890,412,127,6659,15088,Mar 1374,1374.0,Q4,False,False,137403,,
1375,TITAN,Mar 2013,89,1881,0,3914,5884,464,42,3,5375,5884,Mar 1375,1375.0,Q4,False,False,137503,,
1376,TITAN,Mar 2014,89,2434,807,2781,6111,614,33,3,5461,6111,Mar 1376,1376.0,Q4,False,False,137603,,
1377,TITAN,Mar 2015,89,2995,100,2684,5868,699,55,3,5111,5868,Mar 1377,1377.0,Q4,False,False,137703,,
1378,TITAN,Mar 2016,89,3418,113,2723,6342,771,107,30,5434,6342,Mar 1378,1378.0,Q4,False,False,137803,,
1379,TITAN,Mar 2017,89,4144,1882,2293,8408,1189,152,431,6636,8408,Mar 1379,1379.0,Q4,False,False,137903,,
1380,TITAN,Mar 2018,89,5001,1691,2740,9521,1474,43,36,7968,9521,Mar 1380,1380.0,Q4,False,False,138003,,
1381,TITAN,Mar 2019,89,5981,2393,3247,11710,1567,32,108,10003,11710,Mar 1381,1381.0,Q4,False,False,138103,,
1382,TITAN,Mar 2020,89,6580,3562,3313,13544,2633,18,158,10735,13544,Mar 1382,1382.0,Q4,False,False,138203,,
1383,TITAN,Mar 2021,89,7408,5638,3309,16444,2523,32,2824,11065,16444,Mar 1383,1383.0,Q4,False,False,138303,,
1384,TITAN,Mar 2022,89,9214,7275,4610,21188,2544,85,294,18265,21188,Mar 1384,1384.0,Q4,False,False,138403,,
1385,TITAN,Mar 2023,89,11762,9367,5802,27020,2998,144,2515,21363,27020,Mar 1385,1385.0,Q4,False,False,138503,,
1386,TITAN,Mar 2024,89,9304,15528,6626,31547,3709,97,2345,25396,31547,Mar 1386,1386.0,Q4,False,False,138603,,
1387,TITAN,Sep 2024,89,9647,21648,7442,38826,3894,65,2535,32332,38826,Mar 1387,1387.0,Q4,False,False,138703,,
1388,TECHM,Mar 2013,128,5298,1380,2178,8984,1245,34,4099,3607,8984,Mar 1388,1388.0,Q4,False,False,138803,,
1389,TECHM,Mar 2014,234,8948,363,6394,15940,2594,266,1472,11607,15940,Mar 1389,1389.0,Q4,False,False,138903,,
1390,TECHM,Mar 2015,480,11768,700,6899,19848,4033,568,2103,13145,19848,Mar 1390,1390.0,Q4,False,False,139003,,
1391,TECHM,Mar 2016,436,14155,1091,6843,22525,4309,629,1297,16289,22525,Mar 1391,1391.0,Q4,False,False,139103,,
1392,TECHM,Mar 2017,439,15998,1366,8254,26057,6460,373,2396,16828,26057,Mar 1392,1392.0,Q4,False,False,139203,,
1393,TECHM,Mar 2018,442,18401,2397,9192,30431,7622,240,4841,17728,30431,Mar 1393,1393.0,Q4,False,False,139303,,
1394,TECHM,Mar 2019,444,19841,1996,11166,33446,7061,276,7342,18766,33446,Mar 1394,1394.0,Q4,False,False,139403,,
1395,TECHM,Mar 2020,436,21377,3670,11834,37318,8872,50,5848,22548,37318,Mar 1395,1395.0,Q4,False,False,139503,,
1396,TECHM,Mar 2021,437,24428,2901,11836,39602,9018,118,10238,20228,39602,Mar 1396,1396.0,Q4,False,False,139603,,
1397,TECHM,Mar 2022,439,26447,2618,14911,44416,14784,165,4884,24583,44416,Mar 1397,1397.0,Q4,False,False,139703,,
1398,TECHM,Mar 2023,440,27484,2740,15162,45827,14932,120,3388,27388,45827,Mar 1398,1398.0,Q4,False,False,139803,,
1399,TECHM,Mar 2024,441,26228,2537,13943,43149,13903,133,3238,25875,43149,Mar 1399,1399.0,Q4,False,False,139903,,
1400,TECHM,Sep 2024,442,26004,2035,14346,42827,13818,11,2312,26686,42827,Mar 1400,1400.0,Q4,False,False,140003,,
1401,TATACONSUM,Mar 2013,62,4748,1389,2595,8794,4434,91,578,3691,8794,Mar 1401,1401.0,Q4,False,False,140103,,
1402,TATACONSUM,Mar 2014,62,5787,1438,2625,9911,5181,60,611,4060,9911,Mar 1402,1402.0,Q4,False,False,140203,,
1403,TATACONSUM,Mar 2015,62,5431,1324,2641,9458,4922,47,622,3867,9458,Mar 1403,1403.0,Q4,False,False,140303,,
1404,TATACONSUM,Mar 2016,63,6184,1354,2294,9895,4662,39,1366,3828,9895,Mar 1404,1404.0,Q4,False,False,140403,,
1405,TATACONSUM,Mar 2017,63,6202,787,2499,9551,4573,63,1451,3465,9551,Mar 1405,1405.0,Q4,False,False,140503,,
1406,TATACONSUM,Mar 2018,63,6968,1068,2362,10461,4798,135,1161,4366,10461,Mar 1406,1406.0,Q4,False,False,140603,,
1407,TATACONSUM,Mar 2019,63,7269,1141,2408,10881,4913,424,1188,4355,10881,Mar 1407,1407.0,Q4,False,False,140703,,
1408,TATACONSUM,Mar 2020,92,13723,1586,3072,18473,11656,95,1323,5399,18473,Mar 1408,1408.0,Q4,False,False,140803,,
1409,TATACONSUM,Mar 2021,92,14442,1634,4050,20218,12023,113,806,7276,20218,Mar 1409,1409.0,Q4,False,False,140903,,
1410,TATACONSUM,Mar 2022,92,15050,1412,4521,21075,12599,247,797,7431,21075,Mar 1410,1410.0,Q4,False,False,141003,,
1411,TATACONSUM,Mar 2023,93,16184,1600,4886,22762,13070,295,1433,7965,22762,Mar 1411,1411.0,Q4,False,False,141103,,
1412,TATACONSUM,Mar 2024,95,15962,3477,8345,27879,19358,190,871,7461,27879,Mar 1412,1412.0,Q4,False,False,141203,,
1413,TATACONSUM,Sep 2024,99,19033,2955,8883,30970,21712,193,992,8074,30970,Mar 1413,1413.0,Q4,False,False,141303,,
1414,TCS,Mar 2013,196,38350,332,13054,51932,9828,1895,1897,38312,51932,Mar 1414,1414.0,Q4,False,False,141403,,
1415,TCS,Mar 2014,196,48999,297,17337,66829,9544,3168,3434,50682,66829,Mar 1415,1415.0,Q4,False,False,141503,,
1416,TCS,Mar 2015,196,50439,358,22325,73318,11638,2766,1662,57252,73318,Mar 1416,1416.0,Q4,False,False,141603,,
1417,TCS,Mar 2016,197,70875,245,16974,88291,11774,1670,22822,52025,88291,Mar 1417,1417.0,Q4,False,False,141703,,
1418,TCS,Mar 2017,197,86017,289,15830,102333,11701,1541,41980,47111,102333,Mar 1418,1418.0,Q4,False,False,141803,,
1419,TCS,Mar 2018,191,84937,247,19751,105126,11973,1278,36008,55867,105126,Mar 1419,1419.0,Q4,False,False,141903,,
1420,TCS,Mar 2019,375,89071,62,24393,113901,12290,963,29330,71318,113901,Mar 1420,1420.0,Q4,False,False,142003,,
1421,TCS,Mar 2020,375,83751,8174,27827,120127,20928,906,26356,71937,120127,Mar 1421,1421.0,Q4,False,False,142103,,
1422,TCS,Mar 2021,370,86063,7795,35764,129992,21021,926,29373,78672,129992,Mar 1422,1422.0,Q4,False,False,142203,,
1423,TCS,Mar 2022,366,88773,7818,43967,140924,21298,1205,30485,87936,140924,Mar 1423,1423.0,Q4,False,False,142303,,
1424,TCS,Mar 2023,366,90058,7688,44747,142859,20515,1234,37163,83947,142859,Mar 1424,1424.0,Q4,False,False,142403,,
1425,TCS,Mar 2024,362,90127,8021,46962,145472,19604,1564,31762,92542,145472,Mar 1425,1425.0,Q4,False,False,142503,,
1426,TCS,Sep 2024,362,101133,9046,50583,161124,20729,1500,36081,102814,161124,Mar 1426,1426.0,Q4,False,False,142603,,
1427,TATASTEEL,Mar 2013,971,33201,68529,44176,146876,68002,14277,3258,61340,146876,Mar 1427,1427.0,Q4,False,False,142703,,
1428,TATASTEEL,Mar 2014,971,39561,81629,49443,171604,74907,26822,5093,64781,171604,Mar 1428,1428.0,Q4,False,False,142803,,
1429,TATASTEEL,Mar 2015,971,30378,80701,47059,159109,68100,28678,3455,58876,159109,Mar 1429,1429.0,Q4,False,False,142903,,
1430,TATASTEEL,Mar 2016,970,42762,81987,51165,176884,72200,35996,10714,57974,176884,Mar 1430,1430.0,Q4,False,False,143003,,
1431,TATASTEEL,Mar 2017,970,36849,83014,51614,172447,92007,15784,12457,52200,172447,Mar 1431,1431.0,Q4,False,False,143103,,
1432,TATASTEEL,Mar 2018,1145,59726,92147,55704,208722,96105,16614,17899,78103,208722,Mar 1432,1432.0,Q4,False,False,143203,,
1433,TATASTEEL,Mar 2019,1145,67780,100816,63032,232773,124442,18641,5738,83952,232773,Mar 1433,1433.0,Q4,False,False,143303,,
1434,TATASTEEL,Mar 2020,1145,72431,116328,59245,249149,134551,19497,6285,88816,249149,Mar 1434,1434.0,Q4,False,False,143403,,
1435,TATASTEEL,Mar 2021,1198,73041,88501,81169,243909,135775,19007,10682,78445,243909,Mar 1435,1435.0,Q4,False,False,143503,,
1436,TATASTEEL,Mar 2022,1221,113222,75561,92417,282422,133288,22046,13140,113948,282422,Mar 1436,1436.0,Q4,False,False,143603,,
1437,TATASTEEL,Mar 2023,1221,101861,84893,97421,285396,146621,31213,8410,99151,285396,Mar 1437,1437.0,Q4,False,False,143703,,
1438,TATASTEEL,Mar 2024,1247,90788,87082,90195,269312,148814,34356,6258,79885,269312,Mar 1438,1438.0,Q4,False,False,143803,,
1439,TATASTEEL,Sep 2024,1247,88900,99392,91302,280841,149550,39051,6471,85769,280841,Mar 1439,1439.0,Q4,False,False,143903,,
1440,TECHM,Mar 2013,128,5298,1380,2178,8984,1245,34,4099,3607,8984,Mar 1440,1440.0,Q4,False,False,144003,,
1441,TECHM,Mar 2014,234,8948,363,6394,15940,2594,266,1472,11607,15940,Mar 1441,1441.0,Q4,False,False,144103,,
1442,TECHM,Mar 2015,480,11768,700,6899,19848,4033,568,2103,13145,19848,Mar 1442,1442.0,Q4,False,False,144203,,
1443,TECHM,Mar 2016,436,14155,1091,6843,22525,4309,629,1297,16289,22525,Mar 1443,1443.0,Q4,False,False,144303,,
1444,TECHM,Mar 2017,439,15998,1366,8254,26057,6460,373,2396,16828,26057,Mar 1444,1444.0,Q4,False,False,144403,,
1445,TECHM,Mar 2018,442,18401,2397,9192,30431,7622,240,4841,17728,30431,Mar 1445,1445.0,Q4,False,False,144503,,
1446,TECHM,Mar 2019,444,19841,1996,11166,33446,7061,276,7342,18766,33446,Mar 1446,1446.0,Q4,False,False,144603,,
1447,TECHM,Mar 2020,436,21377,3670,11834,37318,8872,50,5848,22548,37318,Mar 1447,1447.0,Q4,False,False,144703,,
1448,TECHM,Mar 2021,437,24428,2901,11836,39602,9018,118,10238,20228,39602,Mar 1448,1448.0,Q4,False,False,144803,,
1449,TECHM,Mar 2022,439,26447,2618,14911,44416,14784,165,4884,24583,44416,Mar 1449,1449.0,Q4,False,False,144903,,
1450,TECHM,Mar 2023,440,27484,2740,15162,45827,14932,120,3388,27388,45827,Mar 1450,1450.0,Q4,False,False,145003,,
1451,TECHM,Mar 2024,441,26228,2537,13943,43149,13903,133,3238,25875,43149,Mar 1451,1451.0,Q4,False,False,145103,,
1452,TECHM,Sep 2024,442,26004,2035,14346,42827,13818,11,2312,26686,42827,Mar 1452,1452.0,Q4,False,False,145203,,
1453,TATAPOWER,Mar 2013,237,12098,37882,17038,67257,41353,2358,3120,20426,67257,Mar 1453,1453.0,Q4,False,False,145303,,
1454,TATAPOWER,Mar 2014,237,12164,40173,18810,71383,43394,3389,3019,21582,71383,Mar 1454,1454.0,Q4,False,False,145403,,
1455,TATAPOWER,Mar 2015,270,14048,40607,20260,75185,44726,3323,3445,23692,75185,Mar 1455,1455.0,Q4,False,False,145503,,
1456,TATAPOWER,Mar 2016,270,11363,38849,19575,70057,36414,1345,11785,20513,70057,Mar 1456,1456.0,Q4,False,False,145603,,
1457,TATAPOWER,Mar 2017,270,12944,48815,20799,82829,46595,2178,11873,22184,82829,Mar 1457,1457.0,Q4,False,False,145703,,
1458,TATAPOWER,Mar 2018,270,16129,48589,16903,81892,44656,1653,12429,23154,81892,Mar 1458,1458.0,Q4,False,False,145803,,
1459,TATAPOWER,Mar 2019,270,18035,48506,17262,84073,44305,2576,13542,23651,84073,Mar 1459,1459.0,Q4,False,False,145903,,
1460,TATAPOWER,Mar 2020,270,19296,51936,18172,89674,47666,1612,14535,25861,89674,Mar 1460,1460.0,Q4,False,False,146003,,
1461,TATAPOWER,Mar 2021,320,22003,46708,29625,98655,52179,3270,13149,30056,98655,Mar 1461,1461.0,Q4,False,False,146103,,
1462,TATAPOWER,Mar 2022,320,22122,51195,38913,112550,57389,4635,14160,36365,112550,Mar 1462,1462.0,Q4,False,False,146203,,
1463,TATAPOWER,Mar 2023,320,28468,52923,46386,128096,61747,5376,16670,44303,128096,Mar 1463,1463.0,Q4,False,False,146303,,
1464,TATAPOWER,Mar 2024,320,32036,53689,53010,139054,67210,11561,16316,43968,139054,Mar 1464,1464.0,Q4,False,False,146403,,
1465,TATAPOWER,Sep 2024,320,33360,58314,53137,145130,70167,14306,15441,45216,145130,Mar 1465,1465.0,Q4,False,False,146503,,
1466,TATAMOTORS,Mar 2013,638,36999,53716,76977,168330,55512,18454,8765,85600,168330,Mar 1466,1466.0,Q4,False,False,146603,,
1467,TATAMOTORS,Mar 2014,644,64960,60642,92180,218426,69092,33263,10687,105385,218426,Mar 1467,1467.0,Q4,False,False,146703,,
1468,TATAMOTORS,Mar 2015,644,55618,73610,107442,237315,88479,28640,15337,104858,237315,Mar 1468,1468.0,Q4,False,False,146803,,
1469,TATAMOTORS,Mar 2016,679,78273,69360,114872,263184,107232,25919,23767,106266,263184,Mar 1469,1469.0,Q4,False,False,146903,,
1470,TATAMOTORS,Mar 2017,679,57383,78604,135914,272580,95944,33699,20338,122600,272580,Mar 1470,1470.0,Q4,False,False,147003,,
1471,TATAMOTORS,Mar 2018,679,94749,88950,142813,327192,121414,40034,20813,144932,327192,Mar 1471,1471.0,Q4,False,False,147103,,
1472,TATAMOTORS,Mar 2019,679,59500,106175,139349,305703,111234,31884,15771,146814,305703,Mar 1472,1472.0,Q4,False,False,147203,,
1473,TATAMOTORS,Mar 2020,720,62359,124788,132313,320179,127107,35622,16308,141141,320179,Mar 1473,1473.0,Q4,False,False,147303,,
1474,TATAMOTORS,Mar 2021,766,54481,142131,144193,341570,138708,20964,24620,157278,341570,Mar 1474,1474.0,Q4,False,False,147403,,
1475,TATAMOTORS,Mar 2022,766,43795,146449,138051,329061,138855,10251,29380,150575,329061,Mar 1475,1475.0,Q4,False,False,147503,,
1476,TATAMOTORS,Mar 2023,766,44556,134113,155239,334674,132080,14274,26379,161941,334674,Mar 1476,1476.0,Q4,False,False,147603,,
1477,TATAMOTORS,Mar 2024,766,84152,107262,177340,369521,121285,35698,22971,189566,369521,Mar 1477,1477.0,Q4,False,False,147703,,
1478,TATAMOTORS,Sep 2024,736,100326,106549,183045,390656,157718,15526,33381,184031,390656,Mar 1478,1478.0,Q4,False,False,147803,,
